cat,word/character,pronunciation,definition,code,alt
188,由,yóu,"from, let, (=由于 yóuyú) due to, (=理由 lǐyóu) cause, reason",t,
189,却,què,"however, but, yet",s,
189,卻,què,"however, but, yet",t,
190,代,dài,"(=代表 dàibiǎo) represent, (=时代 shídài) generation, period, epoch, <classifier for periods>",s,
190,代,dài,"(=代表 dàibiǎo) represent, (=时代 shídài) generation, period, epoch, <classifier for periods>",t,
191,军,jūn,"army, military, troops",s,
191,軍,jūn,"army, military, troops",t,
192,产,chǎn,"give birth to, (=产生 chǎnshēng) produce, (=产品 chǎnpǐn) product",s,
192,產,chǎn,"give birth to, (=产生 chǎnshēng) produce, (=产品 chǎnpǐn) product",t,
193,入,rù,"(=进入 jìnrù) enter, get into",s,
193,入,rù,"(=进入 jìnrù) enter, get into",t,
194,先,xiān,"first, before, earlier",s,
194,先,xiān,"first, before, earlier",t,
195,山,shān,"hill, mountain, <family name>",s,
195,山,shān,"hill, mountain, <family name>",t,
196,五,wǔ,five,s,伍
196,五,wǔ,five,t,伍
197,太,tài,"great, very, too",s,
197,太,tài,"great, very, too",t,
198,水,shuǐ,"water, liquid, <family name>",s,
198,水,shuǐ,"water, liquid, <family name>",t,
199,万,wàn,"ten thousand, myriad, <family name>",s,
199,萬,wàn,"ten thousand, myriad, <family name>",t,
200,市,shì,"(=市场 shìchǎng) market, (=城市 chéngshì) city, town",s,
200,市,shì,"(=市场 shìchǎng) market, (=城市 chéngshì) city, town",t,
201,眼,yǎn,(=眼睛 yǎnjing) eye,s,
201,眼,yǎn,(=眼睛 yǎnjing) eye,t,
202,体,tǐ,"substance, (=身体 shēntǐ) body",s,
202,體,tǐ,"substance, (=身体 shēntǐ) body",t,
203,别,bié,"separate, other, don't, leave, differentiate, <family name>",s,
204,处,chù,"place, part, point, department, office",s,
204,處,chù,"place, part, point, department, office",t,
204,处,chǔ,"deal with, get along with somebody{Compare with 外 wài outside}",s,
204,處,chǔ,"deal with, get along with somebody{Compare with 外 wài outside}",t,
205,总,zǒng,"general, overall, always, (=总数 zǒngshù) sum, total",s,
205,總,zǒng,"general, overall, always, (=总数 zǒngshù) sum, total",t,
206,才,cái,"talent, only then",s,
206,纔,cái,"talent, only then",t,
207,场,chǎng,"field, place where people gather, stage, level open ground, country fair, market, <classifier for games, performancesetc.>",s,
207,場,chǎng,"field, place where people gather, stage, level open ground, country fair, market, <classifier for games, performancesetc.>",t,
207,场,cháng,<classifier for happenings>,s,
207,場,cháng,<classifier for happenings>,t,
208,师,shī,(=老师 lǎoshī) teacher,s,
208,師,shī,(=老师 lǎoshī) teacher,t,
209,书,shū,"book, style of calligraphy",s,
209,書,shū,"book, style of calligraphy",t,
210,比,bǐ,"compare, contrast",s,
210,比,bǐ,"compare, contrast",t,
211,住,zhù,live (in a place),s,
211,住,zhù,live (in a place),t,
212,员,yuán,"member. ~ist, ~er",s,
212,員,yuán,"member. ~ist, ~er",t,
213,九,jiǔ,nine,s,玖
213,九,jiǔ,nine,t,玖
214,笑,xiào,laugh,s,
214,笑,xiào,laugh,t,
215,性,xìng,"sex, gender, nature, disposission, ~ness",s,
215,性,xìng,"sex, gender, nature, disposission, ~ness",t,
216,通,tōng,"communicate, notify, connect, join, know very well, authority, expert, (=通过 tōngguò) go through, <classifier fortelegrams>, <family name>",s,
216,通,tōng,"communicate, notify, connect, join, know very well, authority, expert, (=通过 tōngguò) go through, <classifier fortelegrams>, <family name>",t,
216,通,tòng,<classifier for actions>,s,
216,通,tòng,<classifier for actions>,t,
217,目,mù,eye,s,
217,目,mù,eye,t,
218,华,huá,"glory, splendor, magnificent, (=中华 Zhōnghuá) China",s,
218,華,huá,"glory, splendor, magnificent, (=中华 Zhōnghuá) China",t,
218,华,Huà,<family name>,s,
218,華,Huà,<family name>,t,
219,报,bào,"(=报告 bàogào) report, (=报纸 bàozhǐ) newspaper, (=电报 diànbào) telegram",s,
219,報,bào,"(=报告 bàogào) report, (=报纸 bàozhǐ) newspaper, (=电报 diànbào) telegram",t,
220,立,lì,"stand, erect, vertical",s,
220,立,lì,"stand, erect, vertical",t,
221,马,mǎ,horse,s,
221,馬,mǎ,horse,t,
222,命,mìng,"(=生命 shēngmìng) life, fate, destiny",s,
222,命,mìng,"(=生命 shēngmìng) life, fate, destiny",t,
223,张,zhāng,"spread, sheet of paper, <classifier for surfaces, tables, postcards, etc.>",s,
223,張,zhāng,"spread, sheet of paper, <classifier for surfaces, tables, postcards, etc.>",t,
224,活,huó,"live, alive, living, vivid, save someone's life",s,
224,活,huó,"live, alive, living, vivid, save someone's life",t,
225,难,nán,difficult,s,
225,難,nán,difficult,t,
225,难,nàn,disaster,s,
225,難,nàn,disaster,t,
226,神,shén,"spirit, god",s,
226,神,shén,"spirit, god",t,
227,数,shù,"number, number, figure, fate, plan",s,
227,數,shù,"number, number, figure, fate, plan",t,
227,数,shǔ,"count, enumerate, list",s,
227,數,shǔ,"count, enumerate, list",t,
227,数,shuò,"frequently, repeatedly",s,
227,數,shuò,"frequently, repeatedly",t,
228,件,jiàn,"item, correspondence, document, <classifier for articles and items>",s,
228,件,jiàn,"item, correspondence, document, <classifier for articles and items>",t,
229,安,ān,"still, quiet",s,
229,安,ān,"still, quiet",t,
230,錶,biǎo,(wrist-,t,
230,表,biǎo,"show, list, table, form, meter, (F 錶) (wrist-)watch",s,
230,表,biǎo,"show, list, table, form, meter)watch",t,
231,原,yuán,"originally, simple, <family name>",s,
231,原,yuán,"originally, simple, <family name>",t,
232,车,chē,"car, vehicle with wheels, <family name>",s,
232,車,chē,"car, vehicle with wheels, <family name>",t,
232,车,jū,(a piece in Chinese chess){Compare with 东 dōng east},s,
232,車,jū,(a piece in Chinese chess){Compare with 东 dōng east},t,
233,白,bái,white,s,
233,白,bái,white,t,
234,应,yīng,"promise, answer, respond, <family name>, (=应该 yīnggāi) should, ought to",s,
234,應,yīng,"promise, answer, respond, <family name>, (=应该 yīnggāi) should, ought to",t,
235,路,lù,"path, way, journey, distance, means, sequence, logic, sort, grade, class, <family name>, (=道路 dàolù) road",s,
235,路,lù,"path, way, journey, distance, means, sequence, logic, sort, grade, class, <family name>, (=道路 dàolù) road",t,
236,期,qī,"phase, stage, <classifier for issues of periodicals>, (=时期 shíqī) time period",s,
236,期,qī,"phase, stage, <classifier for issues of periodicals>, (=时期 shíqī) time period",t,
236,期,jī,anniversary,s,
236,期,jī,anniversary,t,
237,叫,jiào,"cry out, call",s,
237,叫,jiào,"cry out, call",t,
238,死,sǐ,"die, death",s,
238,死,sǐ,"die, death",t,
239,常,cháng,"often, constant, ordinary, <family name>",s,
239,常,cháng,"often, constant, ordinary, <family name>",t,
240,提,tí,"lift, raise, pick up, carry",s,
240,提,tí,"lift, raise, pick up, carry",t,
241,感,gǎn,"(=感觉 gǎnjué) feel, (=感情 gǎnqíng) emotion",s,
241,感,gǎn,"(=感觉 gǎnjué) feel, (=感情 gǎnqíng) emotion",t,
242,金,jīn,"(=金子 jīnzi) gold, (=金属 jīnshǔ) metals in general",s,
242,金,jīn,"(=金子 jīnzi) gold, (=金属 jīnshǔ) metals in general",t,
243,何,hé,"what?, where?, how?, <family name>",s,
243,何,hé,"what?, where?, how?, <family name>",t,
244,更,gèng,"more, still/even more, furthermore",s,
244,更,gèng,"more, still/even more, furthermore",t,
244,更,gēng,"replace, transform, night watch",s,
244,更,gēng,"replace, transform, night watch",t,
245,反,fǎn,"turn over, return, revolt, (=反对 fǎnduì) oppose, combat",s,
245,反,fǎn,"turn over, return, revolt, (=反对 fǎnduì) oppose, combat",t,
246,合,hé,"close, shut, accord with, conform to, be equal to, together, jointly, <classifier for rounds>, (=结合 jiéhé) combine",s,
246,合,hé,"close, shut, accord with, conform to, be equal to, together, jointly, <classifier for rounds>, (=结合 jiéhé) combine",t,
246,合,gě,decilitre,s,
246,合,gě,decilitre,t,
247,放,fàng,"put, release, set free, give out, expand, blossom, bloom, lend (money) at interest",s,
247,放,fàng,"put, release, set free, give out, expand, blossom, bloom, lend (money) at interest",t,
248,做,zuò,"do, act, make, produce, write, compose, <slang> to have sex",s,
248,做,zuò,"do, act, make, produce, write, compose, <slang> to have sex",t,
249,係,xì,(=联系 liánxì,t,
249,系,xì,"series, department, faculty, (=系统 xìtǒng) system, (F 係) (=联系 liánxì) integrate, relate to",s,
249,系,xì,"series, department, faculty, (=系统 xìtǒng) system) integrate, relate to",t,
249,繫,xì,tie,t,
249,繫,jì,tie,t,
249,系,jì,"(F 繫) tie, bind",s,
249,系,jì,"(F 繫) tie, bind",t,
250,计,jì,"(=计算 jìsuàn) count, calculate, plot, plan, <family name>",s,
250,計,jì,"(=计算 jìsuàn) count, calculate, plot, plan, <family name>",t,
251,或,huò,"(=或者 huòzhě) or, (=或许 huòxǔ) perhaps, mayby, (=可能 kěnéng) probably{Compare with 國=国 guó country}",s,
251,或,huò,"(=或者 huòzhě) or, (=或许 huòxǔ) perhaps, mayby, (=可能 kěnéng) probably{Compare with 國=国 guó country}",t,
252,司,sī,"公司 gōngsī company, corporation",s,
252,司,sī,"公司 gōngsī company, corporation",t,
253,利,lì,"(=利益 lìyì) interest, benefit, profit, <family name>",s,
253,利,lì,"(=利益 lìyì) interest, benefit, profit, <family name>",t,
254,受,shòu,"receive, endure, (=接受 jiēshòu) accept",s,
254,受,shòu,"receive, endure, (=接受 jiēshòu) accept",t,
255,光,guāng,"light, merely",s,
255,光,guāng,"light, merely",t,
256,王,wáng,king,s,
256,王,wáng,king,t,
257,果,guǒ,"fruit, surely, truly, as expected, (=结果 jiéguǒ) result, consequence, outcome",s,
257,果,guǒ,"fruit, surely, truly, as expected, (=结果 jiéguǒ) result, consequence, outcome",t,
258,亲,qīn,"close relative, kiss",s,
258,親,qīn,"close relative, kiss",t,
259,界,jiè,"(=界限 jièxiàn) boundary, limit",s,
259,界,jiè,"(=界限 jièxiàn) boundary, limit",t,
260,及,jí,"reach, come up to, and, in, on, to",s,
260,及,jí,"reach, come up to, and, in, on, to",t,
261,今,jīn,"now, this",s,
261,今,jīn,"now, this",t,
262,京,jīng,"capital city, (=北京 Běijīng) short for Beijing",s,
262,京,jīng,"capital city, (=北京 Běijīng) short for Beijing",t,
263,务,wù,"affair, business",s,
263,務,wù,"affair, business",t,
264,製,zhì,(=制造 zhìzào,t,
264,制,zhì,"work out, (=制度 zhìdù) system, institution, (=控制 kòngzhì) control, dominate, (F 製) (=制造 zhìzào) manufacture",s,
264,制,zhì,"work out, (=制度 zhìdù) system, institution, (=控制 kòngzhì) control, dominate) manufacture",t,
265,解,jiě,"separate, explain, untie, undo, take off, dissolve, <mathematic> solution",s,
265,解,jiě,"separate, explain, untie, undo, take off, dissolve, <mathematic> solution",t,
265,解,Xiè,<family name>,s,
265,解,Xiè,<family name>,t,
266,各,gè,"each, every, different, separately",s,
266,各,gè,"each, every, different, separately",t,
267,任,rèn,"appoint, no matter, serve a position, allow, trust, official post, <classifier for terms of office>",s,
267,任,rèn,"appoint, no matter, serve a position, allow, trust, official post, <classifier for terms of office>",t,
267,任,Rén,<family name>,s,
267,任,Rén,<family name>,t,
268,至,zhì,"to, until, extremely, most, arrive, reach",s,
268,至,zhì,"to, until, extremely, most, arrive, reach",t,
269,清,qīng,(=清楚 qīngchu) clear,s,
269,清,qīng,(=清楚 qīngchu) clear,t,
270,物,wù,"thing, matter",s,
270,物,wù,"thing, matter",t,
271,臺,tái,platform,t,
271,檯,tái,desk,t,
271,颱,tái,台风 táifēng typhoon,t,
271,台,tái,"<polite> you, (F 臺) platform, <classifier for performances, engines, computers, TV-sets, etc.>, (=台湾 Táiwān) short forTaiwan, (F 檯) desk, table, (F 颱) 台风 táifēng typhoon",s,
271,台,tái,"<polite> you, <classifier for performances, engines, computers, TV-sets, etc.>, (=台湾 Táiwān) short forTaiwan, table",t,
272,象,xiàng,"appearance, likeness, (=大象 dàxiàng) elephant",s,
272,象,xiàng,"appearance, likeness, (=大象 dàxiàng) elephant",t,
273,记,jì,"(=记得 jìde) remember, (=记录 jìlù) record{Compare with the ""open"" radical 己 jǐ self and not the close 已 yǐ already}",s,
273,記,jì,"(=记得 jìde) remember, (=记录 jìlù) record{Compare with the ""open"" radical 己 jǐ self and not the close 已 yǐ already}",t,
274,边,biān,"on the side of something, margin, limit, <family name>, (=旁边 pángbiān) side",s,
274,邊,biān,"on the side of something, margin, limit, <family name>, (=旁边 pángbiān) side",t,
275,共,gòng,share,s,
275,共,gòng,share,t,
276,风,fēng,wind,s,
276,風,fēng,wind,t,
277,战,zhàn,(=战争 zhànzhēng) war,s,
277,戰,zhàn,(=战争 zhànzhēng) war,t,
278,干,gān,stem,s,
278,干,gān,stem,t,
278,乾,gān,dry,t,
278,幹,gàn,do{天干 tiāngān the Ten Heavenly Stems: 甲乙丙丁戊己庚辛壬癸 jiǎ-yǐ-bǐng-dīng-wù-jǐ-gēng-xīn-rén-guǐ (these characters aresometimes used as ordinal numbers}{Compare with 千 qiān thousand and 于 yú at},t,
279,接,jiē,"connect, (=接受 jiēshòu) accept",s,
279,接,jiē,"connect, (=接受 jiēshòu) accept",t,
280,它,tā,"it, its",s,
280,它,tā,"it, its",t,
281,许,xǔ,"allow, somewhat, <family name>, (=也许 yěxǔ) perhaps",s,
281,許,xǔ,"allow, somewhat, <family name>, (=也许 yěxǔ) perhaps",t,
282,八,bā,eight,s,捌
282,八,bā,eight,t,捌
283,特,tè,"(=特别 tèbié) special, particular",s,
283,特,tè,"(=特别 tèbié) special, particular",t,
284,觉,jué,perceive,s,
284,覺,jué,perceive,t,
285,望,wàng,"look, full moon",s,
285,望,wàng,"look, full moon",t,
286,直,zhí,"straight, directly{Compare with 真 zhēn true}",s,
286,直,zhí,"straight, directly{Compare with 真 zhēn true}",t,
287,服,fú,"(=服务 fúwù) serve, (=衣服 yīfu) clothes",s,
287,服,fú,"(=服务 fúwù) serve, (=衣服 yīfu) clothes",t,
287,服,fù,dose,s,
287,服,fù,dose,t,
288,毛,máo,hair{Compare with 手 shǒu hand},s,
288,毛,máo,hair{Compare with 手 shǒu hand},t,
289,林,lín,"(=森林 sēnlín) forest, <family name>",s,
289,林,lín,"(=森林 sēnlín) forest, <family name>",t,
290,题,tí,"topic, problem, inscribe",s,
290,題,tí,"topic, problem, inscribe",t,
291,建,jiàn,"construct, establish",s,
291,建,jiàn,"construct, establish",t,
292,南,nán,south,s,
292,南,nán,south,t,
293,度,dù,"degree, extent, unit (kWh, angle, temperature, etc.), <classifier for units of measurement, occasions, times, etc.>",s,
293,度,dù,"degree, extent, unit (kWh, angle, temperature, etc.), <classifier for units of measurement, occasions, times, etc.>",t,
294,统,tǒng,"order, unite, (=系统 xìtǒng) system",s,
294,統,tǒng,"order, unite, (=系统 xìtǒng) system",t,
295,色,sè,(=颜色 yánsè) colour,s,
295,色,sè,(=颜色 yánsè) colour,t,
295,色,shǎi,colour,s,
295,色,shǎi,colour,t,
296,字,zì,written character,s,
296,字,zì,written character,t,
297,请,qǐng,"please, request, invite",s,
297,請,qǐng,"please, request, invite",t,
298,交,jiāo,join,s,
298,交,jiāo,join,t,
299,爱,ài,(=爱情 àiqíng) love,s,
299,愛,ài,(=爱情 àiqíng) love,t,
300,让,ràng,"let, allow",s,
300,讓,ràng,"let, allow",t,
301,认,rèn,"(=认为 rènwéi) consider, (=认识 rènshi) recognize",s,
301,認,rèn,"(=认为 rènwéi) consider, (=认识 rènshi) recognize",t,
302,算,suàn,"(=计算 jìsuàn) count, calculate, compute",s,
302,算,suàn,"(=计算 jìsuàn) count, calculate, compute",t,
303,论,lùn,theory,s,
303,論,lùn,theory,t,
304,百,bǎi,hundred,s,
304,佰,bǎi,hundred,t,
305,吃,chī,eat,s,
305,吃,chī,eat,t,
306,义,yì,"justice, (=意义 yìyì) meaning",s,
306,義,yì,"justice, (=意义 yìyì) meaning",t,
307,科,kē,department,s,
307,科,kē,department,t,
308,怎,zěn,(=怎么 zěnme) how?,s,
308,怎,zěn,(=怎么 zěnme) how?,t,
309,元,yuán,"first, primary, dollar",s,
309,元,yuán,"first, primary, dollar",t,
310,社,shè,"club, organized body, (=社会 shèhuì) society",s,
310,社,shè,"club, organized body, (=社会 shèhuì) society",t,
311,术,shù,"skill, (=艺术 yìshù) art",s,
311,術,shù,"skill, (=艺术 yìshù) art",t,
312,结,jié,tie,s,
312,結,jié,tie,t,
312,结,jiē,bear fruit,s,
312,結,jiē,bear fruit,t,
313,六,liù,six,s,"陆,陸"
313,六,liù,six,t,"陆,陸"
314,功,gōng,achievement,s,
314,功,gōng,achievement,t,
315,指,zhǐ,"point, (=指头 zhǐtou) finger, toe",s,
315,指,zhǐ,"point, (=指头 zhǐtou) finger, toe",t,
316,思,sī,(=思想 sīxiǎng) thought,s,
316,思,sī,(=思想 sīxiǎng) thought,t,
317,非,fēi,"not, non-",s,
317,非,fēi,"not, non-",t,
318,流,liú,"to flow, stream",s,
318,流,liú,"to flow, stream",t,
319,每,měi,"every, each",s,
319,每,měi,"every, each",t,
320,青,qīng,nature's colour blue/green/black...,s,
320,青,qīng,nature's colour blue/green/black...,t,
321,管,guǎn,"tube, (=管理 guǎnlǐ) manage, supervise",s,
321,管,guǎn,"tube, (=管理 guǎnlǐ) manage, supervise",t,
